Total Sales;$8.762.912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total Profit;$1.294.794;;;04.11.2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total Transactions;$6.227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date;Store Name;Region;Note;Store Type;Product Name;Product Category;Units Sold;Revenue;Profit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TREEMAP;;;
01.01.2020;Beverly Hills;Los Angeles;;Residential;Action Figure;Toys;63;$1.007;$378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Region;Store;Product Category;Revenue
04.11.2021;O'Hare;Chicago;;Airport;Nerf Gun;Sports & Outdoors;96;$2.019;$285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.11.2021;O'Hare;Chicago;;Airport;PlayDoh Can;Art & Crafts;225;$773;$73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.11.2021;O'Hare;Chicago;;Airport;PlayDoh Toolkit;Art & Crafts;13;$165;$249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.11.2021;O'Hare;Chicago;;Airport;Playfoam;Art & Crafts;27;$397;$182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.2021;O'Hare;Chicago;;Airport;Rubik's Cube;Games;61;$1.319;$160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.11.2021;O'Hare;Chicago;;Airport;Splash Balls;Sports & Outdoors;100;$999;$90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.11.2021;O'Hare;Chicago;;Airport;Supersoaker Water Gun;Sports & Outdoors;10;$250;$74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.11.2021;O'Hare;Chicago;;Airport;Teddy Bear;Toys;7;$191;$85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.11.2021;O'Hare;Chicago;;Airport;Toy Robot;Electronics;5;$230;$90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.11.2021;JFK;New York;;Airport;Action Figure;Toys;5;$180;$150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.2021;JFK;New York;;Airport;Barrel O' Slime;Art & Crafts;45;$280;$196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.11.2021;JFK;New York;;Airport;Colorbuds;Electronics;17;$355;$108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.11.2021;JFK;New York;;Airport;Dart Gun;Sports & Outdoors;12;$292;$411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.11.2021;JFK;New York;;Airport;Deck Of Cards;Games;117;$918;$99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.11.2021;JFK;New York;;Airport;Dino Egg;Toys;39;$529;$290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.11.2021;JFK;New York;;Airport;Etch A Sketch;Art & Crafts;23;$583;$75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.11.2021;JFK;New York;;Airport;Foam Disk Launcher;Sports & Outdoors;5;$160;$450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.11.2021;JFK;New York;;Airport;Gamer Headphones;Electronics;65;$1.464;$250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.11.2021;JFK;New York;;Airport;Glass Marbles;Games;38;$518;$156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.11.2021;JFK;New York;;Airport;Hot Wheels 5-Pack;Toys;48;$388;$192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.11.2021;JFK;New York;;Airport;Kids Makeup Kit;Art & Crafts;22;$540;$500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.11.2021;JFK;New York;;Airport;Lego Bricks;Toys;88;$3.619;$144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.11.2021;JFK;New York;;Airport;Magic Sand;Art & Crafts;42;$772;$99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.11.2021;JFK;New York;;Airport;Mini Ping Pong Set;Sports & Outdoors;13;$230;$258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.11.2021;JFK;New York;;Airport;Monopoly;Games;33;$760;$400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.11.2021;JFK;New York;;Airport;Nerf Gun;Sports & Outdoors;68;$1.459;$127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.11.2021;JFK;New York;;Airport;PlayDoh Can;Art & Crafts;67;$300;$100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.2021;JFK;New York;;Airport;PlayDoh Playset;Art & Crafts;10;$350;$113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.11.2021;JFK;New York;;Airport;PlayDoh Toolkit;Art & Crafts;53;$364;$592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.11.2021;JFK;New York;;Airport;Playfoam;Art & Crafts;76;$935;$74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.11.2021;JFK;New York;;Airport;Rubik's Cube;Games;7;$240;$154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.11.2021;JFK;New York;;Airport;Splash Balls;Sports & Outdoors;94;$945;$420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.11.2021;Lincoln Park;Chicago;;Residential;Action Figure;Toys;60;$1.059;$255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.11.2021;Lincoln Park;Chicago;;Residential;Animal Figures;Toys;65;$944;$658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.2021;Lincoln Park;Chicago;;Residential;Barrel O' Slime;Art & Crafts;299;$1.293;$177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.11.2021;Lincoln Park;Chicago;;Residential;Chutes & Ladders;Games;39;$607;$268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.11.2021;Lincoln Park;Chicago;;Residential;Colorbuds;Electronics;26;$490;$188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.11.2021;Lincoln Park;Chicago;;Residential;Dart Gun;Sports & Outdoors;32;$612;$108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.11.2021;Lincoln Park;Chicago;;Residential;Deck Of Cards;Games;16;$212;$146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.11.2021;Lincoln Park;Chicago;;Residential;Dino Egg;Toys;86;$1.045;$324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.2021;Lincoln Park;Chicago;;Residential;Dinosaur Figures;Toys;66;$1.089;$100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.11.2021;Lincoln Park;Chicago;;Residential;Etch A Sketch;Art & Crafts;4;$184;$192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.11.2021;Lincoln Park;Chicago;;Residential;Foam Disk Launcher;Sports & Outdoors;44;$628;$66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.11.2021;Lincoln Park;Chicago;;Residential;Gamer Headphones;Electronics;1;$121;$190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.11.2021;Lincoln Park;Chicago;;Residential;Glass Marbles;Games;26;$386;$104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.11.2021;Lincoln Park;Chicago;;Residential;Hot Wheels 5-Pack;Toys;22;$232;$474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.11.2021;Lincoln Park;Chicago;;Residential;Kids Makeup Kit;Art & Crafts;69;$1.479;$185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.11.2021;Lincoln Park;Chicago;;Residential;Lego Bricks;Toys;25;$1.100;$286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.11.2021;Lincoln Park;Chicago;;Residential;Magic Sand;Art & Crafts;113;$1.907;$648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.11.2021;Lincoln Park;Chicago;;Residential;Mini Ping Pong Set;Sports & Outdoors;196;$2.058;$102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.11.2021;Lincoln Park;Chicago;;Residential;Monopoly;Games;7;$240;$140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.11.2021;Lincoln Park;Chicago;;Residential;Mr. Potatohead;Toys;16;$260;$300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.11.2021;Lincoln Park;Chicago;;Residential;Nerf Gun;Sports & Outdoors;48;$1.060;$106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.11.2021;Lincoln Park;Chicago;;Residential;PlayDoh Can;Art & Crafts;46;$238;$156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.11.2021;Lincoln Park;Chicago;;Residential;PlayDoh Playset;Art & Crafts;24;$700;$65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.11.2021;Lincoln Park;Chicago;;Residential;PlayDoh Toolkit;Art & Crafts;5;$125;$403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.11.2021;Lincoln Park;Chicago;;Residential;Playfoam;Art & Crafts;49;$639;$132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.2021;Lincoln Park;Chicago;;Residential;Rubik's Cube;Games;36;$820;$80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.11.2021;Lincoln Park;Chicago;;Residential;Splash Balls;Sports & Outdoors;20;$280;$135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.11.2021;Lincoln Park;Chicago;;Residential;Supersoaker Water Gun;Sports & Outdoors;25;$475;$64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.11.2021;Lincoln Park;Chicago;;Residential;Teddy Bear;Toys;2;$126;$132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.11.2021;Michigan Ave;Chicago;;Commercial;Action Figure;Toys;12;$292;$219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.11.2021;Michigan Ave;Chicago;;Commercial;Animal Figures;Toys;53;$788;$148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.11.2021;Michigan Ave;Chicago;;Commercial;Barrel O' Slime;Art & Crafts;44;$276;$188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.2021;Michigan Ave;Chicago;;Commercial;Colorbuds;Electronics;16;$340;$164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.11.2021;Michigan Ave;Chicago;;Commercial;Dart Gun;Sports & Outdoors;26;$516;$177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.11.2021;Michigan Ave;Chicago;;Commercial;Deck Of Cards;Games;39;$373;$166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.11.2021;Michigan Ave;Chicago;;Commercial;Dino Egg;Toys;106;$1.265;$68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.11.2021;Michigan Ave;Chicago;;Commercial;Dinosaur Figures;Toys;2;$130;$220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.11.2021;Michigan Ave;Chicago;;Commercial;Etch A Sketch;Art & Crafts;16;$436;$132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.2021;Michigan Ave;Chicago;;Commercial;Gamer Headphones;Electronics;12;$352;$150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.11.2021;Michigan Ave;Chicago;;Commercial;Glass Marbles;Games;18;$298;$68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.11.2021;Michigan Ave;Chicago;;Commercial;Hot Wheels 5-Pack;Toys;4;$124;$132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.11.2021;Michigan Ave;Chicago;;Commercial;Kids Makeup Kit;Art & Crafts;12;$340;$105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.11.2021;Michigan Ave;Chicago;;Commercial;Lego Bricks;Toys;9;$460;$116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.11.2021;Michigan Ave;Chicago;;Commercial;Magic Sand;Art & Crafts;28;$548;$105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.11.2021;Michigan Ave;Chicago;;Commercial;Mini Ping Pong Set;Sports & Outdoors;15;$250;$135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.11.2021;Michigan Ave;Chicago;;Commercial;Mr. Potatohead;Toys;15;$250;$250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.11.2021;Michigan Ave;Chicago;;Commercial;Nerf Gun;Sports & Outdoors;38;$860;$122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.11.2021;Michigan Ave;Chicago;;Commercial;PlayDoh Can;Art & Crafts;62;$285;$71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.11.2021;Michigan Ave;Chicago;;Commercial;PlayDoh Toolkit;Art & Crafts;11;$155;$116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.11.2021;Michigan Ave;Chicago;;Commercial;Playfoam;Art & Crafts;8;$188;$93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.11.2021;Michigan Ave;Chicago;;Commercial;Plush Pony;Toys;3;$160;$80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.11.2021;Michigan Ave;Chicago;;Commercial;Rubik's Cube;Games;10;$300;$67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.11.2021;Michigan Ave;Chicago;;Commercial;Splash Balls;Sports & Outdoors;7;$163;$120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.11.2021;Michigan Ave;Chicago;;Commercial;Supersoaker Water Gun;Sports & Outdoors;20;$400;$190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.11.2021;Michigan Ave;Chicago;;Commercial;Toy Robot;Electronics;26;$776;$138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.2021;Fifth Avenue;New York;;Commercial;Action Figure;Toys;13;$308;$474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.11.2021;Fifth Avenue;New York;;Commercial;Animal Figures;Toys;138;$1.893;$296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.11.2021;Fifth Avenue;New York;;Commercial;Barrel O' Slime;Art & Crafts;118;$571;$204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.11.2021;Fifth Avenue;New York;;Commercial;Colorbuds;Electronics;18;$370;$100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.11.2021;Fifth Avenue;New York;;Commercial;Dart Gun;Sports & Outdoors;10;$260;$75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.11.2021;Fifth Avenue;New York;;Commercial;Deck Of Cards;Games;5;$135;$117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.11.2021;Fifth Avenue;New York;;Commercial;Dino Egg;Toys;57;$726;$608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.2021;Fifth Avenue;New York;;Commercial;Dinosaur Figures;Toys;137;$2.154;$160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.11.2021;Fifth Avenue;New York;;Commercial;Etch A Sketch;Art & Crafts;10;$310;$192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.11.2021;Fifth Avenue;New York;;Commercial;Foam Disk Launcher;Sports & Outdoors;44;$628;$90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.11.2021;Fifth Avenue;New York;;Commercial;Gamer Headphones;Electronics;5;$205;$85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.11.2021;Fifth Avenue;New York;;Commercial;Glass Marbles;Games;5;$155;$130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.11.2021;Fifth Avenue;New York;;Commercial;Hot Wheels 5-Pack;Toys;35;$310;$150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.2021;Fifth Avenue;New York;;Commercial;Kids Makeup Kit;Art & Crafts;15;$400;$295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.11.2021;Fifth Avenue;New York;;Commercial;Lego Bricks;Toys;47;$1.980;$222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.11.2021;Fifth Avenue;New York;;Commercial;Magic Sand;Art & Crafts;81;$1.395;$205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.11.2021;Fifth Avenue;New York;;Commercial;Mr. Potatohead;Toys;29;$390;$260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.11.2021;Fifth Avenue;New York;;Commercial;Nerf Gun;Sports & Outdoors;40;$900;$138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.11.2021;Fifth Avenue;New York;;Commercial;PlayDoh Can;Art & Crafts;78;$333;$152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.11.2021;Fifth Avenue;New York;;Commercial;PlayDoh Playset;Art & Crafts;23;$675;$76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.11.2021;Fifth Avenue;New York;;Commercial;PlayDoh Toolkit;Art & Crafts;16;$180;$1.068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.11.2021;Fifth Avenue;New York;;Commercial;Playfoam;Art & Crafts;144;$1.683;$214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.11.2021;Fifth Avenue;New York;;Commercial;Plush Pony;Toys;14;$380;$88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.11.2021;Fifth Avenue;New York;;Commercial;Rubik's Cube;Games;14;$380;$213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.11.2021;Fifth Avenue;New York;;Commercial;Splash Balls;Sports & Outdoors;153;$1.475;$105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.11.2021;Fifth Avenue;New York;;Commercial;Supersoaker Water Gun;Sports & Outdoors;15;$325;$125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.11.2021;Fifth Avenue;New York;;Commercial;Toy Robot;Electronics;13;$438;$65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.2020;Beverly Hills;Los Angeles;;Residential;Action Figure;Toys;57;$1.011;$159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.11.2020;Beverly Hills;Los Angeles;;Residential;Animal Figures;Toys;33;$529;$218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.11.2020;Beverly Hills;Los Angeles;;Residential;Barrel O' Slime;Art & Crafts;79;$415;$114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.11.2020;Beverly Hills;Los Angeles;;Residential;Chutes & Ladders;Games;18;$334;$110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.11.2020;Beverly Hills;Los Angeles;;Residential;Classic Dominoes;Games;25;$350;$908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.11.2020;Beverly Hills;Los Angeles;;Residential;Colorbuds;Electronics;106;$1.689;$84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.11.2020;Beverly Hills;Los Angeles;;Residential;Dart Gun;Sports & Outdoors;6;$196;$267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.2020;Beverly Hills;Los Angeles;;Residential;Deck Of Cards;Games;69;$582;$151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.11.2020;Beverly Hills;Los Angeles;;Residential;Dino Egg;Toys;91;$1.100;$152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.11.2020;Beverly Hills;Los Angeles;;Residential;Dinosaur Figures;Toys;23;$800.100;$240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.11.2020;Beverly Hills;Los Angeles;;Residential;Etch A Sketch;Art & Crafts;18;$478;$126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.11.2020;Beverly Hills;Los Angeles;;Residential;Foam Disk Launcher;Sports & Outdoors;22;$364;$126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.11.2020;Beverly Hills;Los Angeles;;Residential;Gamer Headphones;Electronics;11;$331;$150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.2020;Beverly Hills;Los Angeles;;Residential;Glass Marbles;Games;18;$298;$90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.11.2020;Beverly Hills;Los Angeles;;Residential;Hot Wheels 5-Pack;Toys;15;$190;$300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.11.2020;Beverly Hills;Los Angeles;;Residential;Kids Makeup Kit;Art & Crafts;40;$900;$165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.11.2020;Beverly Hills;Los Angeles;;Residential;Lego Bricks;Toys;21;$940;$288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.11.2020;Beverly Hills;Los Angeles;;Residential;Magic Sand;Art & Crafts;114;$1.923;$225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.11.2020;Beverly Hills;Los Angeles;;Residential;Mini Ping Pong Set;Sports & Outdoors;55;$649;$114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.11.2020;Beverly Hills;Los Angeles;;Residential;Monopoly;Games;9;$280;$145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.11.2020;Beverly Hills;Los Angeles;;Residential;Mr. Potatohead;Toys;17;$270;$395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.11.2020;Beverly Hills;Los Angeles;;Residential;Nerf Gun;Sports & Outdoors;67;$1.439;$141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.11.2020;Beverly Hills;Los Angeles;;Residential;PlayDoh Can;Art & Crafts;81;$342;$84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.11.2020;Beverly Hills;Los Angeles;;Residential;PlayDoh Toolkit;Art & Crafts;24;$220;$851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.11.2020;Beverly Hills;Los Angeles;;Residential;Playfoam;Art & Crafts;113;$1.342;$181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.11.2020;Beverly Hills;Los Angeles;;Residential;Plush Pony;Toys;11;$320;$89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.11.2020;Beverly Hills;Los Angeles;;Residential;Splash Balls;Sports & Outdoors;29;$361;$285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.11.2020;Beverly Hills;Los Angeles;;Residential;Toy Robot;Electronics;45;$1.270;$264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.11.2020;Hollywood;Los Angeles;;Commercial;Action Figure;Toys;34;$644;$312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.11.2020;Hollywood;Los Angeles;;Commercial;Animal Figures;Toys;84;$1.191;$310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.11.2020;Hollywood;Los Angeles;;Commercial;Barrel O' Slime;Art & Crafts;125;$599;$396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.11.2020;Hollywood;Los Angeles;;Commercial;Colorbuds;Electronics;42;$730;$128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.11.2020;Hollywood;Los Angeles;;Commercial;Dart Gun;Sports & Outdoors;17;$372;$483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.11.2020;Hollywood;Los Angeles;;Commercial;Deck Of Cards;Games;141;$1.086;$126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.11.2020;Hollywood;Los Angeles;;Commercial;Dino Egg;Toys;66;$825;$92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.11.2020;Hollywood;Los Angeles;;Commercial;Dinosaur Figures;Toys;8;$220;$66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.11.2020;Hollywood;Los Angeles;;Commercial;Gamer Headphones;Electronics;1;$121;$105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.2020;Hollywood;Los Angeles;;Commercial;Glass Marbles;Games;9;$199;$136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
